platform,split,topology,rows,cols,pe_count,sqrt_pe,seed,attempted,route_ok,error_stage,period_min_ns,fmax_mhz,critical_path_delay_ns,setup_violations,hold_violations,max_slew_violations,max_fanout_violations,max_cap_violations,drc_count,total_cells,dff_cells,cell_area_um2,wire_length_um,gds_sha256,odb_sha256,spef_sha256,netlist_sha256,elapsed_sec
sky130hd,opened_diagnostic,preserved,5,8,40,6.324555320336759,89,True,True,,7.0,142.9,7.7965,0,0,0,0,0,0,23091,1899,262460.4704,732199.0,6ece422786b8f9d80a7af465d7ac98021e10644ff2aeab0262900e1d6b0a45e4,bce951be04fde17e8c9cc80b67cf542fef92eaf9c3db028152c54256112441b0,afd6a05ccc58b6b728bd4310d12da9c1108d96242a258facdddba03a4c62e601,1b6380114bae800c468beab5f07d629d10065b849a38d3e296564f3661a7ed43,1802.4413936138153
sky130hd,opened_diagnostic,preserved,8,5,40,6.324555320336759,89,True,True,,6.78,147.54,7.5904,0,0,0,0,0,0,22834,1872,259797.9168,736699.0,80c6ec5a3816495f3efece001520df24ba00a991dbea97b7738c85f48fedfee8,1d6c99b469b9fbec9d6c36ab2c6a4cb7270cf3c8a3d8b0833a83929aecf73101,5c5aae9c55dbe4411b9a124a5c1fb45fa27b155bbe27dea5a1e64f6bdee38ab1,36cf94b42e7977b5128672c89c90efce8b6e7c083fc034c7002839d1aca2f7de,1985.777945280075
