platform,split,topology,rows,cols,pe_count,sqrt_pe,seed,attempted,route_ok,error_stage,period_min_ns,fmax_mhz,critical_path_delay_ns,setup_violations,hold_violations,max_slew_violations,max_fanout_violations,max_cap_violations,drc_count,total_cells,dff_cells,cell_area_um2,wire_length_um,gds_sha256,odb_sha256,spef_sha256,netlist_sha256,elapsed_sec
nangate45,discovery,local,4,7,28,5.291502622129181,89,True,True,,1.54,648.94,1.741,0,0,0,0,0,0,19029,1608,40664.218,252510.0,91f4c3d32f1fe843b430da6031fbd0491b257899c0efcafcd0475144113e1e32,fa505766305e6d3cf5e5a8da04fa7d726b6a2616e53c256d5e5ea90779a21dfe,bbfc5134c8440a0ae1db4e54602262f7ca4bdc18915fa378cfb64ecc0f276d06,f216e8a0995cb02681c6587b77ea4175da0e6d19edec68b4cc3800cc2b655588,579.3227143287659
nangate45,discovery,local,7,4,28,5.291502622129181,89,True,True,,1.52,656.26,1.7112,0,0,0,0,0,0,18809,1612,40518.45,241661.0,3ccd36504b9b18a01fdd51ea0578f734b6923da4bb37d45f60b5512ff319fb37,51290614d44390d5f04b18159201d3c224053d19e766a15c5c678425a00985c3,d8ce16b16e96972246a581212a195287b8a8f4a492883de590f69db0196e67fb,81e14750afbbfcbb61efe42a05bb152d432399fc5d76998a909838ca0caa51e2,573.2828302383423
nangate45,holdout,local,5,8,40,6.324555320336759,89,True,True,,1.5,666.45,1.7178,0,0,0,0,0,0,26893,2284,57838.774,367943.0,fac0b9601945a21804316268054757fe49ab0ee3db083e1e343c5bb3ceb2b3c4,31fdc5860b5c60ea02928aa98b7321c22a43f1d2cac2150a5d8f3e9c1d42c512,8ad9f402203d6d401239f2468b49cd52003d6b62f000cc2866f8971541b53505,377aa67c1fb5805cf41d6652631b9a84afb93284e5584a0b0727ecc95da1dce5,810.3398365974426
nangate45,holdout,local,8,5,40,6.324555320336759,89,True,True,,1.5,667.9,1.7135,0,0,0,0,0,0,26836,2232,57282.568,374916.0,f98042696f92888292c76335a5e8e14ad648b7d35e7ec7d2aacfe7bbf1e6ddcc,1610a278d5416b9102cb01a5b7cc39d0794477ef80b27aea8419f24b71e05bea,22fceb0024192c2543cd2f2fdee84b4ced065d823b7ddf6c46499c168d3452fd,27325c0c81fd1ebdd5126edca6c31b2e119ec73202a81264fe1c4c008cdeb694,813.0332612991333
