name,rows,cols,k_tile,observed_tax_ns,predicted_tax_ns,local_ff_overhead_pct,local_bram_overhead_pct
r09_c12_k352,9,12,352,4.015000057955298,2.6253919603514158,69.55215729109776,0.0
r09_c12_k480,9,12,480,4.281000092836656,2.6253919603514158,69.55215729109776,0.0
r12_c09_k352,12,9,352,4.080001670784412,2.6253919603514158,69.56046956046956,0.0
r12_c09_k480,12,9,480,4.259000590820737,2.6253919603514158,69.56046956046956,0.0
r10_c15_k352,10,15,352,4.688998275944485,3.1836319990190347,71.56765348698588,0.0
r10_c15_k480,10,15,480,4.979001170591221,3.1836319990190347,71.56765348698588,0.0
r15_c10_k352,15,10,352,3.5030014316060836,3.1836319990190347,71.59023228111971,0.0
r15_c10_k480,15,10,480,6.264998384087413,3.1836319990190347,71.59023228111971,0.0
