geometry,k128_local_mean_ms,k256_local_mean_ms,k256_improvement_pct
8x8,24.18802099684289,23.944629283257612,1.0164772680588685
10x12,13.31465120478488,13.178774678426509,1.0310254911695127
12x10,14.58849100605214,13.472155123082915,8.286245762242729
