name,k,predicted_choice,actual_choice,choice_correct,regret_pct,broadcast_latency_ms,local_latency_ms
r09_c09_k192,8,broadcast,broadcast,True,0.0,0.0004354350000415263,0.0006776920023887154
r09_c09_k192,16,broadcast,broadcast,True,0.0,0.0007671950000731655,0.0009630360033944903
r09_c09_k192,32,broadcast,broadcast,True,0.0,0.0014307150001364435,0.0015337240054060402
r09_c09_k192,64,broadcast,local,False,3.089790682311655,0.002757755000263,0.00267510000942914
r09_c09_k192,128,local,local,True,0.0,0.005411835000516113,0.004957852017475339
r09_c09_k192,256,local,local,True,0.0,0.01078220000102827,0.009880036034824955
r09_c09_k192,512,local,local,True,0.0,0.021460725002046654,0.01936772406826697
r09_c09_k192,1024,local,local,True,0.0,0.04287998000408935,0.03869978013640822
r09_c09_k192,3072,local,local,True,0.0,0.1284325900122483,0.11531464440645878
r09_c09_k384,8,broadcast,broadcast,True,0.0,0.0004229610045483668,0.0006574759913170552
r09_c09_k384,16,broadcast,broadcast,True,0.0,0.0007452170080137891,0.0009343079876610785
r09_c09_k384,32,broadcast,broadcast,True,0.0,0.0013897290149446338,0.0014879719803491248
r09_c09_k384,64,broadcast,local,False,3.215545955505217,0.002678753028806323,0.002595299965725218
r09_c09_k384,128,local,local,True,0.0,0.005256801056529702,0.004809955936477404
r09_c09_k384,256,local,local,True,0.0,0.01041289711197646,0.009239267877981776
r09_c09_k384,512,local,local,True,0.0,0.02078551222351974,0.018443931756420548
r09_c09_k384,1024,local,local,True,0.0,0.041470319445956534,0.03650721951786807
r09_c09_k384,3072,local,local,True,0.0,0.1242699713363535,0.10910641055908817
r09_c13_k192,8,broadcast,broadcast,True,0.0,0.00044660700628824793,0.000751338020724965
r09_c13_k192,16,broadcast,broadcast,True,0.0,0.0007868790110792939,0.0010375620286201897
r09_c13_k192,32,broadcast,broadcast,True,0.0,0.001467423020661386,0.0016100100444106393
r09_c13_k192,64,broadcast,local,False,2.671777614325377,0.00282851103982557,0.0027549060759915383
r09_c13_k192,128,local,local,True,0.0,0.0055506870781539385,0.005044698139153337
r09_c13_k192,256,local,local,True,0.0,0.011058840155708996,0.01005361827731977
r09_c13_k192,512,local,local,True,0.0,0.02201134530992079,0.0196421225418098
r09_c13_k192,1024,local,local,True,0.0,0.0439801566192427,0.039248467082632695
