platform,split,topology,rows,cols,pe_count,sqrt_pe,seed,attempted,route_ok,error_stage,period_min_ns,fmax_mhz,critical_path_delay_ns,setup_violations,hold_violations,max_slew_violations,max_fanout_violations,max_cap_violations,drc_count,total_cells,dff_cells,cell_area_um2,wire_length_um,gds_sha256,odb_sha256,spef_sha256,netlist_sha256,elapsed_sec
nangate45,discovery,broadcast,2,4,8,2.8284271247461903,47,True,True,,1.59,628.39,1.7092,0,0,0,0,0,0,5192,301,10877.272,60261.0,d3e29a8cc5fb80e7b95d326a9c3173975a6be85ecf4ced15bb87050c93e02c7d,16d1b34900ebd3808a652b7d2489aa3169ecb2db7ed06fdf0d947c3dd8c559ed,707f07bef5d28757e831b45a309a61790f911e7339329650b73df813ce7160fc,f2111b730e8ba181312ffe8e3666bc3a7ed59d6d302427e21cf3f3ccaaa897a3,154.88090133666992
nangate45,discovery,broadcast,4,2,8,2.8284271247461903,47,True,True,,1.55,645.27,1.6743,0,0,0,0,0,0,5194,297,10823.008,57872.0,adde108eb01f98e7ca75fa9f808e482ed397e3cd0d37b4aab81f7c80795d2892,e2df63986f79d69eec18e32c53faf487e8e2f0ea41f12699d3fcb0c1330a8c22,4c84e08dbb55e2207b260ec2c62c798c38528a2ae9bc6e565a3f2964117c017a,80eafa2bbca457089bcb0ed3f561292e1b5f63b70c3101c6232e82bc1bf81caf,143.97443294525146
nangate45,discovery,broadcast,3,6,18,4.242640687119285,47,True,True,,1.7,589.56,1.8468,0,0,0,0,0,0,11497,643,24158.918,153461.0,a6a081727a1b60660fade5a29bae0ad30d2d0f7ea0327cc57625731e9b7cc1f5,a36991f00b2ca6aabec34088d09f3c6c5239c67bf11fe80ab8cd3dc9412612ba,ef48a74923e4af0773661e89e0f34df99af0933bbfa3ba0f84d9a4b37fb711e4,85e8c3562ea79340a26bd1070f2e0139c50448f654ca2e21d9e8bc458be11b24,311.6470699310303
nangate45,discovery,broadcast,6,3,18,4.242640687119285,47,True,True,,1.68,596.9,1.8421,0,0,0,0,0,0,11251,634,23724.008,141159.0,aba054c4964e164d2ad517370a399230c8832f170da1bb50ec7ca080e9ef2012,f0415bbf88913b768d4e4e30991e1144a83083c742b0e58db8fdd41df91e48f9,0cdba60e2f58d7b97dffbd2ab5f574856ab72cd2d924d794095f83a98a9a083b,8a3f0f7e23d6097588330c448f30e2bbd2dc2558d1c253bd74480a59a77730b9,285.7702760696411
nangate45,discovery,broadcast,5,5,25,5.0,47,True,True,,1.68,593.54,1.8617,0,0,0,0,0,0,15585,864,32965.912,207225.0,57f588b0353ed3b6170ad38b795e350aa92902286700268e9dd612cd5930b52f,7b6ca831ddfc5e36eb2e9bb1d0a4ba26b7dbb578e162b263c2c132ad4a6191ea,a3af369d315cfd5dc4e9067fe6aa87ad52005fd631c339f16525ffce3a7cc9d6,12e9df29be99d6ea38d4a01205cdb2c02945d5e75e58bc176379127285167b64,361.6101658344269
nangate45,discovery,broadcast,7,7,49,7.0,47,True,True,,1.69,591.44,1.9126,0,0,0,0,1,0,30479,1650,64235.808,432105.0,46d28a904a7c798c6f95ae9c384b47f3e65f7b917f153dbbb4887d182964298e,d3883e05e3bdb7a0c7a2d926adb12b8b56b0214d3e68c257bc41a4b8d719c5b8,d30f72e4b5cda9042756f6c83c28cd1a3111508d96917ffc30228a47a098245b,3a5e3ce4c9afd91eea5ad896703c6ed6f2da3e04b1c039db0a3028d8823dd32a,674.756331205368
nangate45,discovery,local,2,4,8,2.8284271247461903,11,True,True,,1.42,706.12,1.5486,0,0,0,0,0,0,5672,485,12000.058,64157.0,7e8bc2cc3086413cdab9cf4077ae91253a6602617d9a3796a79d3e5cfdb01c4d,874cc7e6b1ec4e578dacd2c4e8fb4cbe0a9d51bde5f91a2e74d119d9a3c12f6f,86c794c21c7440bfe268a8fec10944f1c386c8939ea1dd63e19d37f64bdc9c50,de99e2bf017ccc60148c76b20fa6b49b8686a3637e1aa7aa193a2e6f706a334e,145.11754846572876
nangate45,discovery,local,4,2,8,2.8284271247461903,11,True,True,,1.48,676.13,1.6012,0,0,0,0,0,0,5564,473,11786.992,64894.0,ffabd9bdf099694b08a6fb5637c26e9c3d795c7242ac4c091e8d2ff4bd25951c,681e2a28452ab648d32fa9b0420b70595da5691c2a7311b1ee86dc034144f89d,f3dc483123bbdab87b29a84d3711492faca371c7bade07925932b4ecbeadb181,f199d83e03e0d0432758fcf7dc23bce5ede5eb59a4e4513a4cd9c15d96a70ac1,147.94423484802246
nangate45,discovery,local,3,6,18,4.242640687119285,11,True,True,,1.57,638.94,1.7425,0,0,0,0,0,0,12542,1076,26722.626,157141.0,d7cc6e2ce4f2bf115dcc2a67f74e04ff07146821b8496e9239ad2d1eba8436f1,858d5238bee117e0a7e53a8a4d82f65897e1ce682b706d60323b33cdd5a3aac6,efd5e39b0b9e124fc68e63cf5413fab3b990647a3c9b5853738142255a098139,f117ff7c14a4370e71e24e4f62605f9ecfc3ddf170132bff87d0ea8c099228e8,294.0982494354248
nangate45,discovery,local,6,3,18,4.242640687119285,11,True,True,,1.46,683.64,1.6297,0,0,0,0,0,0,12285,1050,26298.356,152913.0,f5f93075350ea06306a7c78591ecd8778b1883d16ebe69ef43b3a743aa8d795c,a53748195ae45dfca48100ddb10714eae573d8fa0804e4ba95308b220f9d5e76,e23b67b7f29f6786eebb28586e0dd7efc4dbd9b89ae89593fd65cdd770fda1db,b4cee249b1210f327d98a9a8d10fa6608b0f141de5806ae379a50beb15ffe5d5,304.56917428970337
