seed,workload_count,nonworse_count,mean_improvement_pct,mean_oracle_regret_pct
38,12,12,14.737741009269444,8.17705854513761
39,12,12,25.019588237756476,2.9174624279687422
40,12,12,24.862552251592565,0.5947531069887843
