seed,workload_count,guided_local_count,nonworse_count,mean_improvement_pct,mean_oracle_regret_pct
32,12,12,12,26.11499284544463,0.0
33,12,12,12,7.048289645642952,13.022029034018482
34,12,12,12,10.706257045577821,0.2742613888553125
