geometry,k192_local_mean_ms,k384_local_mean_ms,k384_improvement_pct
9x9,20.926677239095273,19.735606782028732,6.035134719805679
9x13,14.656207658277944,15.272498319295593,-4.035296964079638
13x9,14.83393002648993,14.067665833263755,5.446988877247172
11x13,12.018556294891587,10.847095255993947,10.799767230312707
13x11,11.616572146685685,11.534410655815698,0.7123163317283243
