method,budget,mean_latency_regret_pct,median_latency_regret_pct,exact_optimum_rate
evolutionary,64,24.89435904562727,14.957611626793,0.03333333333333333
evolutionary,128,2.73886520804349,1.7130706254644301,0.13333333333333333
evolutionary,256,0.4308466704156481,0.0,0.6
evolutionary,512,0.06920522608074926,0.0,0.95
random,64,27.836060387206647,13.912498912239634,0.0
random,128,11.302994912926831,5.07697923453887,0.0
random,256,3.7881859744067214,2.7974375382513794,0.08333333333333333
random,512,1.6738041802068095,1.387501376518041,0.13333333333333333
