platform,split,topology,rows,cols,pe_count,sqrt_pe,seed,attempted,route_ok,error_stage,period_min_ns,fmax_mhz,critical_path_delay_ns,setup_violations,hold_violations,max_slew_violations,max_fanout_violations,max_cap_violations,drc_count,total_cells,dff_cells,cell_area_um2,wire_length_um,gds_sha256,odb_sha256,spef_sha256,netlist_sha256,elapsed_sec
sky130hd,opened_canary,local,10,5,50,7.0710678118654755,277,True,True,,7.02,142.42,7.9156,0,0,0,0,0,0,29293,2846,337062.0192,966737.0,10c9f6ab956e3da12f798d2518e7f34d3244f563387ae68ae166f248234876db,62705dc0ac86b504228b09d665cbbfb42efd3798b05398df34651da65298b0c6,e7faa40be3d0ce627dcdd6519eb332da39a5754eb44736e33927d7ed0246bc54,a7f001f6bc79f31506de2140edb35dd14df2ea16ff0ba048f3c1a1194168be91,1271.2500281333923
